StatementID,BankAccountNumber,TransactionDate,ValueDate,Currency,Amount,DebitCreditIndicator,Description,BankReference,ReferenceNumber,MatchType
STM00000628,GB29NWBK60161331926819,2026-01-23,2026-01-28,CHF,119650.82,D,Commission expense,BNK635291476,REF79971566,oneToMany
STM00000629,GB29NWBK60161331926819,2026-01-23,2026-01-28,CHF,143147.30,D,Commission expense,BNK242130944,REF79971566,oneToMany
STM00000630,GB29NWBK60161331926819,2026-01-23,2026-01-28,CHF,107668.45,D,FX contract payment,BNK196395981,REF79971566,oneToMany
STM00000631,US123456789012345678,2026-03-26,2026-03-27,CAD,120719.41,C,Bond coupon payment,BNK556069911,REF66844846,oneToMany
STM00000632,US123456789012345678,2026-03-26,2026-03-27,CAD,135134.15,C,Refund received,BNK260807010,REF66844846,oneToMany
STM00000633,AU123456789012345,2026-01-24,2026-01-28,GBP,49248.77,D,Bond redemption,BNK293535058,REF85340747,oneToMany
STM00000634,AU123456789012345,2026-01-24,2026-01-28,GBP,50744.28,D,Commission expense,BNK117602669,REF85340747,oneToMany
STM00000635,AU123456789012345,2026-01-24,2026-01-28,GBP,34846.22,D,Utility payment,BNK457360936,REF85340747,oneToMany
STM00000636,DE89370400440532013000,2026-03-17,2026-03-19,JPY,114404.21,D,Rent payment,BNK973241978,REF46078097,oneToMany
STM00000637,DE89370400440532013000,2026-03-17,2026-03-19,JPY,136179.16,D,Invoice payment to vendor,BNK996408694,REF46078097,oneToMany
STM00000638,DE89370400440532013000,2026-03-17,2026-03-19,JPY,125309.45,D,Utility payment,BNK294178220,REF46078097,oneToMany
STM00000639,AU123456789012345,2026-03-30,2026-04-01,JPY,73037.67,D,Commission expense,BNK832555018,REF93308856,oneToMany
STM00000640,AU123456789012345,2026-03-30,2026-04-01,JPY,86560.19,D,SEPA direct debit,BNK126813413,REF93308856,oneToMany
STM00000641,AU123456789012345,2026-03-30,2026-04-01,JPY,59453.38,D,Bond redemption,BNK343577470,REF93308856,oneToMany
STM00000642,US123456789012345678,2026-01-08,2026-01-12,AUD,111301.67,D,Wire transfer outbound,BNK345471637,REF52349885,oneToMany
STM00000643,US123456789012345678,2026-01-08,2026-01-12,AUD,120438.74,D,Payroll disbursement,BNK411197467,REF52349885,oneToMany
STM00000644,US123456789012345678,2026-01-08,2026-01-12,AUD,99757.73,D,ACH debit settlement,BNK895803260,REF52349885,oneToMany
STM00000645,DE89370400440532013000,2026-02-14,2026-02-16,CAD,213702.41,D,SEPA direct debit,BNK468808608,REF33323641,oneToMany
STM00000646,DE89370400440532013000,2026-02-14,2026-02-16,CAD,249311.08,D,Invoice payment to vendor,BNK268475453,REF33323641,oneToMany
STM00000647,US123456789012345678,2026-02-17,2026-02-20,EUR,46958.29,C,Intercompany transfer in,BNK700494884,REF25981319,oneToMany
STM00000648,US123456789012345678,2026-02-17,2026-02-20,EUR,45301.44,C,Commission income,BNK902586387,REF25981319,oneToMany
STM00000649,US123456789012345678,2026-02-17,2026-02-20,EUR,61908.78,C,Equity sale proceeds,BNK285429528,REF25981319,oneToMany
STM00000650,DE89370400440532013000,2026-02-17,2026-02-18,CAD,122999.12,C,Grant proceeds,BNK264046765,REF92513309,oneToMany
STM00000651,DE89370400440532013000,2026-02-17,2026-02-18,CAD,89483.79,C,Grant proceeds,BNK463179434,REF92513309,oneToMany
STM00000652,US123456789012345678,2026-03-04,2026-03-06,EUR,9673.78,D,ACH debit settlement,BNK878565109,REF66147760,oneToMany
STM00000653,US123456789012345678,2026-03-04,2026-03-06,EUR,9661.79,D,Trade settlement payment,BNK102657456,REF66147760,oneToMany
STM00000654,US123456789012345678,2026-03-04,2026-03-06,EUR,9056.30,D,Trade settlement payment,BNK110070822,REF66147760,oneToMany
STM00000655,GB29NWBK60161331926819,2026-02-08,2026-02-11,EUR,171619.15,C,Customer payment received,BNK289015180,REF38232944,oneToMany
STM00000656,GB29NWBK60161331926819,2026-02-08,2026-02-11,EUR,253697.10,C,Trade settlement receipt,BNK101785835,REF38232944,oneToMany
STM00000657,DE89370400440532013000,2026-03-29,2026-03-31,EUR,14398.16,D,Commission expense,BNK222138007,REF56016337,oneToMany
STM00000658,DE89370400440532013000,2026-03-29,2026-03-31,EUR,14416.09,D,Interest expense,BNK177244452,REF56016337,oneToMany
STM00000659,DE89370400440532013000,2026-03-29,2026-03-31,EUR,16862.13,D,Supplier payment,BNK908698980,REF56016337,oneToMany
STM00000660,AU123456789012345,2026-01-17,2026-01-20,AUD,53167.46,D,ACH debit settlement,BNK775192319,REF17320875,oneToMany
STM00000661,AU123456789012345,2026-01-17,2026-01-20,AUD,71789.42,D,Cheque payment,BNK101304506,REF17320875,oneToMany
STM00000662,DE89370400440532013000,2026-01-30,2026-02-04,CAD,95041.59,C,Dividend income,BNK354778305,REF52292795,oneToMany
STM00000663,DE89370400440532013000,2026-01-30,2026-02-04,CAD,69103.08,C,Payroll funding,BNK665599954,REF52292795,oneToMany
STM00000664,DE89370400440532013000,2026-01-30,2026-02-04,CAD,83182.69,C,Wire transfer inbound,BNK814191702,REF52292795,oneToMany
STM00000665,GB29NWBK60161331926819,2026-01-02,2026-01-07,GBP,47689.73,C,Dividend income,BNK248990809,REF50238227,oneToMany
STM00000666,GB29NWBK60161331926819,2026-01-02,2026-01-07,GBP,54003.27,C,Payroll funding,BNK161543503,REF50238227,oneToMany
STM00000667,GB29NWBK60161331926819,2026-01-02,2026-01-07,GBP,68600.36,C,Payroll funding,BNK795444547,REF50238227,oneToMany
STM00000668,DE89370400440532013000,2026-03-15,2026-03-18,USD,173299.97,C,Customer advance payment,BNK840504446,REF31783903,oneToMany
STM00000669,DE89370400440532013000,2026-03-15,2026-03-18,USD,196175.00,C,Interest credit,BNK795958170,REF31783903,oneToMany
STM00000670,AU123456789012345,2026-01-10,2026-01-10,USD,68531.49,C,Loan drawdown,BNK326643133,REF69485481,oneToMany
STM00000671,AU123456789012345,2026-01-10,2026-01-10,USD,69598.39,C,Bond coupon payment,BNK360793642,REF69485481,oneToMany
STM00000672,AU123456789012345,2026-01-10,2026-01-10,USD,50245.66,C,Interest credit,BNK753594759,REF69485481,oneToMany
STM00000673,AU123456789012345,2026-01-13,2026-01-16,EUR,66485.66,D,Payroll disbursement,BNK954962862,REF83164836,oneToMany
STM00000674,AU123456789012345,2026-01-13,2026-01-16,EUR,89197.83,D,FX contract payment,BNK519515090,REF83164836,oneToMany
STM00000675,AU123456789012345,2026-01-13,2026-01-16,EUR,86604.53,D,Tax remittance,BNK309859117,REF83164836,oneToMany
STM00000676,AU123456789012345,2026-01-23,2026-01-27,USD,106347.14,D,ACH debit settlement,BNK370136408,REF53249948,oneToMany
STM00000677,AU123456789012345,2026-01-23,2026-01-27,USD,141809.45,D,Trade settlement payment,BNK229904628,REF53249948,oneToMany
STM00000678,AU123456789012345,2026-01-23,2026-01-27,USD,135903.17,D,Cheque payment,BNK675154854,REF53249948,oneToMany
STM00000679,GB29NWBK60161331926819,2026-01-27,2026-01-27,CAD,6420.75,C,Customer advance payment,BNK442911805,REF46682715,oneToMany
STM00000680,GB29NWBK60161331926819,2026-01-27,2026-01-27,CAD,4521.90,C,Trade settlement receipt,BNK534063168,REF46682715,oneToMany
STM00000681,US123456789012345678,2026-02-12,2026-02-13,JPY,6290.25,C,ACH credit settlement,BNK566792767,REF41300515,oneToMany
STM00000682,US123456789012345678,2026-02-12,2026-02-13,JPY,7083.08,C,Customer advance payment,BNK299828472,REF41300515,oneToMany
STM00000683,US123456789012345678,2026-02-12,2026-02-13,JPY,5121.13,C,FX contract settlement,BNK440501698,REF41300515,oneToMany
STM00000684,DE89370400440532013000,2026-01-08,2026-01-13,GBP,137708.89,D,Commission expense,BNK433912105,REF82539643,oneToMany
STM00000685,DE89370400440532013000,2026-01-08,2026-01-13,GBP,193887.62,D,ACH debit settlement,BNK590466034,REF82539643,oneToMany
STM00000686,DE89370400440532013000,2026-03-07,2026-03-10,USD,121185.87,D,Intercompany transfer out,BNK474112597,REF49932069,oneToMany
STM00000687,DE89370400440532013000,2026-03-07,2026-03-10,USD,136546.90,D,Supplier payment,BNK488747826,REF49932069,oneToMany
STM00000688,DE89370400440532013000,2026-01-12,2026-01-14,CHF,102165.21,C,Grant proceeds,BNK561656142,REF74957842,oneToMany
STM00000689,DE89370400440532013000,2026-01-12,2026-01-14,CHF,81787.04,C,Invoice payment INV-4445,BNK829122480,REF74957842,oneToMany
STM00000690,DE89370400440532013000,2026-01-12,2026-01-14,CHF,92637.88,C,Wire transfer inbound,BNK688078931,REF74957842,oneToMany
STM00000691,DE89370400440532013000,2026-03-15,2026-03-17,JPY,40008.11,D,Supplier payment,BNK264004981,REF96575877,oneToMany
STM00000692,DE89370400440532013000,2026-03-15,2026-03-17,JPY,45024.14,D,FX contract payment,BNK160217542,REF96575877,oneToMany
STM00000693,DE89370400440532013000,2026-03-15,2026-03-17,JPY,63596.73,D,Commission expense,BNK585574643,REF96575877,oneToMany
STM00000694,DE89370400440532013000,2026-03-30,2026-04-02,JPY,79939.35,D,Utility payment,BNK145371288,REF10181297,oneToMany
STM00000695,DE89370400440532013000,2026-03-30,2026-04-02,JPY,102415.36,D,Equipment purchase,BNK840832452,REF10181297,oneToMany
STM00000696,GB29NWBK60161331926819,2026-03-09,2026-03-11,CHF,243547.65,D,Bond redemption,BNK239101135,REF69736019,oneToMany
STM00000697,GB29NWBK60161331926819,2026-03-09,2026-03-11,CHF,216561.51,D,Supplier payment,BNK939937017,REF69736019,oneToMany
STM00000698,GB29NWBK60161331926819,2026-01-08,2026-01-08,AUD,91384.58,C,FX contract settlement,BNK315015671,REF77074600,oneToMany
STM00000699,GB29NWBK60161331926819,2026-01-08,2026-01-08,AUD,121664.90,C,Interest credit,BNK708562968,REF77074600,oneToMany
STM00000700,GB29NWBK60161331926819,2026-01-08,2026-01-08,AUD,129410.24,C,SEPA credit transfer,BNK848007827,REF77074600,oneToMany
STM00000701,GB29NWBK60161331926819,2026-02-10,2026-02-12,EUR,178806.23,C,Customer payment received,BNK138507955,REF29087851,oneToMany
STM00000702,GB29NWBK60161331926819,2026-02-10,2026-02-12,EUR,247199.52,C,Loan drawdown,BNK847327244,REF29087851,oneToMany
STM00000703,AU123456789012345,2026-02-08,2026-02-08,CHF,75859.52,D,Equipment purchase,BNK918180726,REF43802899,oneToMany
STM00000704,AU123456789012345,2026-02-08,2026-02-08,CHF,73496.73,D,Wire transfer outbound,BNK323393858,REF43802899,oneToMany
STM00000705,AU123456789012345,2026-02-08,2026-02-08,CHF,74552.32,D,Supplier payment,BNK702135805,REF43802899,oneToMany
STM00000706,US123456789012345678,2026-02-19,2026-02-24,GBP,170899.31,D,Equipment purchase,BNK889085436,REF85515446,oneToMany
STM00000707,US123456789012345678,2026-02-19,2026-02-24,GBP,162208.18,D,ACH debit settlement,BNK206202005,REF85515446,oneToMany
STM00000708,AU123456789012345,2026-02-07,2026-02-11,AUD,46985.72,D,Trade settlement payment,BNK112525883,REF59484581,oneToMany
STM00000709,AU123456789012345,2026-02-07,2026-02-11,AUD,33460.98,D,Rent payment,BNK660708348,REF59484581,oneToMany
STM00000710,AU123456789012345,2026-02-07,2026-02-11,AUD,49482.50,D,Supplier payment,BNK565395139,REF59484581,oneToMany
STM00000711,DE89370400440532013000,2026-03-23,2026-03-24,AUD,80275.64,C,Equity sale proceeds,BNK583432655,REF73304480,oneToMany
STM00000712,DE89370400440532013000,2026-03-23,2026-03-24,AUD,100198.74,C,FX contract settlement,BNK321311056,REF73304480,oneToMany
STM00000713,US123456789012345678,2026-03-15,2026-03-16,AUD,89770.85,D,Wire transfer outbound,BNK355949645,REF39033417,oneToMany
STM00000714,US123456789012345678,2026-03-15,2026-03-16,AUD,125453.88,D,Loan repayment,BNK439606477,REF39033417,oneToMany
STM00000715,US123456789012345678,2026-03-15,2026-03-16,AUD,91881.09,D,Equipment purchase,BNK176514973,REF39033417,oneToMany
STM00000716,GB29NWBK60161331926819,2026-03-01,2026-03-04,CHF,36912.81,C,Intercompany transfer in,BNK615397184,REF66782060,oneToMany
STM00000717,GB29NWBK60161331926819,2026-03-01,2026-03-04,CHF,51732.23,C,Sales proceeds,BNK776639825,REF66782060,oneToMany
STM00000718,DE89370400440532013000,2026-02-26,2026-02-26,JPY,212507.93,C,Payroll funding,BNK341382610,REF45425579,oneToMany
STM00000719,DE89370400440532013000,2026-02-26,2026-02-26,JPY,175702.75,C,Bond coupon payment,BNK686819950,REF45425579,oneToMany
STM00000720,US123456789012345678,2026-02-23,2026-02-26,AUD,43435.64,C,Interest credit,BNK646403169,REF17629454,oneToMany
STM00000721,US123456789012345678,2026-02-23,2026-02-26,AUD,45340.58,C,SEPA credit transfer,BNK320375518,REF17629454,oneToMany
STM00000722,US123456789012345678,2026-02-23,2026-02-26,AUD,64384.18,C,Trade settlement receipt,BNK800892692,REF17629454,oneToMany
STM00000723,AU123456789012345,2026-03-28,2026-03-30,GBP,130795.40,C,Invoice payment INV-2542,BNK392846864,REF73510914,oneToMany
STM00000724,AU123456789012345,2026-03-28,2026-03-30,GBP,113937.76,C,Interest credit,BNK756854808,REF73510914,oneToMany
STM00000725,AU123456789012345,2026-03-28,2026-03-30,GBP,123531.12,C,Refund received,BNK746051923,REF73510914,oneToMany
STM00000726,FR7614508059144921279050070,2026-01-19,2026-01-22,CAD,237359.31,C,SEPA credit transfer,BNK589033788,REF85093287,oneToMany
STM00000727,FR7614508059144921279050070,2026-01-19,2026-01-22,CAD,174423.60,C,Customer payment received,BNK907663083,REF85093287,oneToMany
STM00000728,DE89370400440532013000,2026-02-24,2026-02-25,AUD,97451.79,C,ACH credit settlement,BNK747140412,REF92989998,oneToMany
STM00000729,DE89370400440532013000,2026-02-24,2026-02-25,AUD,85991.33,C,Sales proceeds,BNK313977207,REF92989998,oneToMany
STM00000730,DE89370400440532013000,2026-02-24,2026-02-25,AUD,76430.35,C,Wire transfer inbound,BNK276181941,REF92989998,oneToMany
STM00000731,AU123456789012345,2026-03-06,2026-03-09,AUD,46442.18,D,Rent payment,BNK401104514,REF52732836,oneToMany
STM00000732,AU123456789012345,2026-03-06,2026-03-09,AUD,62655.00,D,Cheque payment,BNK921723550,REF52732836,oneToMany
STM00000733,US123456789012345678,2026-02-06,2026-02-10,JPY,11745.69,D,Invoice payment to vendor,BNK612324177,REF63588022,oneToMany
STM00000734,US123456789012345678,2026-02-06,2026-02-10,JPY,9946.26,D,Equipment purchase,BNK423861125,REF63588022,oneToMany
STM00000735,FR7614508059144921279050070,2026-02-20,2026-02-25,JPY,85997.36,C,Intercompany transfer in,BNK255214808,REF97402629,oneToMany
STM00000736,FR7614508059144921279050070,2026-02-20,2026-02-25,JPY,71132.28,C,Deposit received,BNK495718728,REF97402629,oneToMany
STM00000737,US123456789012345678,2026-02-26,2026-03-03,GBP,124166.55,D,Wire transfer outbound,BNK957241876,REF62674103,oneToMany
STM00000738,US123456789012345678,2026-02-26,2026-03-03,GBP,156299.79,D,Tax remittance,BNK768368606,REF62674103,oneToMany
STM00000739,US123456789012345678,2026-02-26,2026-03-03,GBP,139763.64,D,Loan repayment,BNK466568080,REF62674103,oneToMany
STM00000740,AU123456789012345,2026-01-02,2026-01-06,AUD,200958.33,C,FX contract settlement,BNK612041151,REF70951250,oneToMany
STM00000741,AU123456789012345,2026-01-02,2026-01-06,AUD,185036.80,C,Bond coupon payment,BNK259442643,REF70951250,oneToMany
STM00000742,GB29NWBK60161331926819,2026-01-03,2026-01-06,GBP,138179.01,D,Bond redemption,BNK963426883,REF10865857,oneToMany
STM00000743,GB29NWBK60161331926819,2026-01-03,2026-01-06,GBP,135009.14,D,Service fee payment,BNK716685680,REF10865857,oneToMany
STM00000744,GB29NWBK60161331926819,2026-01-03,2026-01-06,GBP,201173.40,D,Insurance premium payment,BNK589487873,REF10865857,oneToMany
STM00000745,AU123456789012345,2026-01-06,2026-01-06,JPY,53379.78,D,FX contract payment,BNK838436557,REF15858570,oneToMany
STM00000746,AU123456789012345,2026-01-06,2026-01-06,JPY,66910.82,D,Loan repayment,BNK567622696,REF15858570,oneToMany
STM00000747,FR7614508059144921279050070,2026-01-22,2026-01-23,CHF,110435.02,D,Wire transfer outbound,BNK661905705,REF71650605,oneToMany
STM00000748,FR7614508059144921279050070,2026-01-22,2026-01-23,CHF,111804.77,D,Interest expense,BNK726241873,REF71650605,oneToMany
STM00000749,GB29NWBK60161331926819,2026-03-14,2026-03-14,CHF,282296.85,C,Sales proceeds,BNK180922020,REF23416497,oneToMany
STM00000750,GB29NWBK60161331926819,2026-03-14,2026-03-14,CHF,188911.90,C,Commission income,BNK340184057,REF23416497,oneToMany
STM00000751,DE89370400440532013000,2026-03-21,2026-03-24,USD,81512.94,C,Bond coupon payment,BNK719612325,REF54976162,oneToMany
STM00000752,DE89370400440532013000,2026-03-21,2026-03-24,USD,94845.25,C,Deposit received,BNK586631758,REF54976162,oneToMany
STM00000753,DE89370400440532013000,2026-03-21,2026-03-24,USD,94308.45,C,Sales proceeds,BNK284517639,REF54976162,oneToMany
STM00000754,US123456789012345678,2026-01-31,2026-01-31,EUR,132034.73,D,Equipment purchase,BNK472528970,REF17301888,oneToMany
STM00000755,US123456789012345678,2026-01-31,2026-01-31,EUR,190126.05,D,FX contract payment,BNK203383661,REF17301888,oneToMany
STM00000756,US123456789012345678,2026-01-31,2026-01-31,EUR,138255.35,D,Wire transfer outbound,BNK866521014,REF17301888,oneToMany
STM00000757,US123456789012345678,2026-02-14,2026-02-16,AUD,87991.91,C,Invoice payment INV-4399,BNK753152260,REF57169224,oneToMany
STM00000758,US123456789012345678,2026-02-14,2026-02-16,AUD,65306.35,C,Trade settlement receipt,BNK575281201,REF57169224,oneToMany
STM00000759,GB29NWBK60161331926819,2026-03-21,2026-03-24,USD,21880.17,D,ACH debit settlement,BNK789058282,REF15809724,oneToMany
STM00000760,GB29NWBK60161331926819,2026-03-21,2026-03-24,USD,24758.27,D,Tax remittance,BNK970433948,REF15809724,oneToMany
STM00000761,FR7614508059144921279050070,2026-02-09,2026-02-11,EUR,22651.96,C,Grant proceeds,BNK987621823,REF22334032,oneToMany
STM00000762,FR7614508059144921279050070,2026-02-09,2026-02-11,EUR,14906.00,C,Customer advance payment,BNK198402841,REF22334032,oneToMany
STM00000763,FR7614508059144921279050070,2026-02-09,2026-02-11,EUR,20961.06,C,Invoice payment INV-6154,BNK462706274,REF22334032,oneToMany
STM00000764,GB29NWBK60161331926819,2026-03-18,2026-03-23,CAD,163069.82,D,Interest expense,BNK563093455,REF59295213,oneToMany
STM00000765,GB29NWBK60161331926819,2026-03-18,2026-03-23,CAD,211337.48,D,Intercompany transfer out,BNK137666544,REF59295213,oneToMany
STM00000766,US123456789012345678,2026-03-27,2026-03-31,CAD,3482.33,D,Equipment purchase,BNK881253837,REF41074570,oneToMany
STM00000767,US123456789012345678,2026-03-27,2026-03-31,CAD,4547.88,D,Payroll disbursement,BNK918843985,REF41074570,oneToMany
STM00000768,DE89370400440532013000,2026-01-28,2026-01-29,USD,122263.07,C,Sales proceeds,BNK858599673,REF21604679,oneToMany
STM00000769,DE89370400440532013000,2026-01-28,2026-01-29,USD,163134.38,C,Sales proceeds,BNK977895685,REF21604679,oneToMany
STM00000770,DE89370400440532013000,2026-01-28,2026-01-29,USD,112736.82,C,Commission income,BNK286817478,REF21604679,oneToMany
STM00000771,FR7614508059144921279050070,2026-03-28,2026-03-30,CAD,232282.08,D,Invoice payment to vendor,BNK903530068,REF81517909,oneToMany
STM00000772,FR7614508059144921279050070,2026-03-28,2026-03-30,CAD,221000.11,D,Loan repayment,BNK553475812,REF81517909,oneToMany
STM00000773,US123456789012345678,2026-01-12,2026-01-12,AUD,62233.53,D,Service fee payment,BNK439948397,REF44731819,oneToMany
STM00000774,US123456789012345678,2026-01-12,2026-01-12,AUD,44393.44,D,ACH debit settlement,BNK638757093,REF44731819,oneToMany
STM00000775,DE89370400440532013000,2026-03-18,2026-03-18,USD,228073.26,C,Equity sale proceeds,BNK667952533,REF62408502,oneToMany
STM00000776,DE89370400440532013000,2026-03-18,2026-03-18,USD,206585.33,C,Bond coupon payment,BNK496614525,REF62408502,oneToMany
STM00000777,GB29NWBK60161331926819,2026-01-21,2026-01-23,AUD,81466.48,D,Cheque payment,BNK592256453,REF15635391,oneToMany
STM00000778,GB29NWBK60161331926819,2026-01-21,2026-01-23,AUD,75007.28,D,Intercompany transfer out,BNK568138448,REF15635391,oneToMany
STM00000779,GB29NWBK60161331926819,2026-01-21,2026-01-23,AUD,70975.38,D,Commission expense,BNK917779123,REF15635391,oneToMany
STM00000780,GB29NWBK60161331926819,2026-02-15,2026-02-18,CAD,80511.17,D,Insurance premium payment,BNK384033067,REF17770282,oneToMany
STM00000781,GB29NWBK60161331926819,2026-02-15,2026-02-18,CAD,68276.23,D,Rent payment,BNK106787144,REF17770282,oneToMany
STM00000782,GB29NWBK60161331926819,2026-02-15,2026-02-18,CAD,63958.89,D,Commission expense,BNK954223021,REF17770282,oneToMany
STM00000783,US123456789012345678,2026-02-20,2026-02-24,GBP,43111.44,C,Bond coupon payment,BNK207394039,REF43755743,oneToMany
STM00000784,US123456789012345678,2026-02-20,2026-02-24,GBP,35357.14,C,Customer payment received,BNK148735878,REF43755743,oneToMany
STM00000785,US123456789012345678,2026-02-20,2026-02-24,GBP,39554.39,C,Commission income,BNK134088205,REF43755743,oneToMany
STM00000786,GB29NWBK60161331926819,2026-02-06,2026-02-06,EUR,65635.28,D,Loan repayment,BNK254024375,REF65582269,oneToMany
STM00000787,GB29NWBK60161331926819,2026-02-06,2026-02-06,EUR,71014.97,D,Bond redemption,BNK872889105,REF65582269,oneToMany
STM00000788,AU123456789012345,2026-02-07,2026-02-09,USD,162204.65,C,Grant proceeds,BNK347977629,REF66503595,oneToMany
STM00000789,AU123456789012345,2026-02-07,2026-02-09,USD,139365.98,C,ACH credit settlement,BNK590912838,REF66503595,oneToMany
STM00000790,AU123456789012345,2026-02-07,2026-02-09,USD,135997.39,C,Commission income,BNK461248350,REF66503595,oneToMany
STM00000791,US123456789012345678,2026-03-30,2026-04-01,GBP,103219.15,D,SEPA direct debit,BNK352888217,REF16668716,oneToMany
STM00000792,US123456789012345678,2026-03-30,2026-04-01,GBP,141417.06,D,Payroll disbursement,BNK837000714,REF16668716,oneToMany
STM00000793,AU123456789012345,2026-02-20,2026-02-25,GBP,77949.09,C,Equity sale proceeds,BNK848425989,REF73639399,oneToMany
STM00000794,AU123456789012345,2026-02-20,2026-02-25,GBP,106512.13,C,Interest credit,BNK940152852,REF73639399,oneToMany
STM00000795,DE89370400440532013000,2026-03-28,2026-03-28,EUR,139723.86,C,Invoice payment INV-5657,BNK141985784,REF21753865,oneToMany
STM00000796,DE89370400440532013000,2026-03-28,2026-03-28,EUR,98877.07,C,SEPA credit transfer,BNK923090857,REF21753865,oneToMany
STM00000797,DE89370400440532013000,2026-03-28,2026-03-28,EUR,125522.77,C,Wire transfer inbound,BNK399650673,REF21753865,oneToMany
STM00000798,AU123456789012345,2026-03-29,2026-03-30,JPY,115861.78,D,Insurance premium payment,BNK245312312,REF59933188,oneToMany
STM00000799,AU123456789012345,2026-03-29,2026-03-30,JPY,78616.19,D,Tax remittance,BNK809368835,REF59933188,oneToMany
STM00000800,AU123456789012345,2026-03-29,2026-03-30,JPY,105086.85,D,Bond redemption,BNK897105098,REF59933188,oneToMany
STM00000801,US123456789012345678,2026-03-26,2026-03-31,EUR,71859.85,C,Grant proceeds,BNK585849877,REF72493534,oneToMany
STM00000802,US123456789012345678,2026-03-26,2026-03-31,EUR,52994.29,C,Bond coupon payment,BNK764842952,REF72493534,oneToMany
STM00000803,US123456789012345678,2026-03-26,2026-03-31,EUR,64123.90,C,Dividend income,BNK893976015,REF72493534,oneToMany
STM00000804,US123456789012345678,2026-03-08,2026-03-08,EUR,41361.56,D,Commission expense,BNK561856087,REF33967249,oneToMany
STM00000805,US123456789012345678,2026-03-08,2026-03-08,EUR,37465.97,D,Supplier payment,BNK158414308,REF33967249,oneToMany
STM00000806,US123456789012345678,2026-03-08,2026-03-08,EUR,45347.46,D,Supplier payment,BNK812786676,REF33967249,oneToMany
STM00000807,DE89370400440532013000,2026-01-16,2026-01-16,GBP,49665.92,C,Commission income,BNK890504529,REF68318441,oneToMany
STM00000808,DE89370400440532013000,2026-01-16,2026-01-16,GBP,36301.25,C,Equity sale proceeds,BNK965880910,REF68318441,oneToMany
STM00000809,DE89370400440532013000,2026-01-16,2026-01-16,GBP,49170.00,C,Equity sale proceeds,BNK147075462,REF68318441,oneToMany
STM00000810,FR7614508059144921279050070,2026-02-24,2026-02-24,CAD,138020.95,D,SEPA direct debit,BNK894696940,REF77931989,oneToMany
STM00000811,FR7614508059144921279050070,2026-02-24,2026-02-24,CAD,100417.20,D,Insurance premium payment,BNK293882748,REF77931989,oneToMany
STM00000812,DE89370400440532013000,2026-01-10,2026-01-14,CAD,114947.46,C,Loan drawdown,BNK426972351,REF71110247,oneToMany
STM00000813,DE89370400440532013000,2026-01-10,2026-01-14,CAD,125862.33,C,Deposit received,BNK392773198,REF71110247,oneToMany
STM00000814,DE89370400440532013000,2026-01-10,2026-01-14,CAD,87931.12,C,Refund received,BNK408496560,REF71110247,oneToMany
STM00000815,US123456789012345678,2026-02-10,2026-02-12,CAD,163737.09,C,Loan drawdown,BNK461305790,REF10031157,oneToMany
STM00000816,US123456789012345678,2026-02-10,2026-02-12,CAD,210260.10,C,Dividend income,BNK653393556,REF10031157,oneToMany
STM00000817,DE89370400440532013000,2026-01-13,2026-01-16,JPY,71852.26,C,Grant proceeds,BNK707439497,REF21769550,oneToMany
STM00000818,DE89370400440532013000,2026-01-13,2026-01-16,JPY,78657.82,C,Sales proceeds,BNK866636349,REF21769550,oneToMany
STM00000819,DE89370400440532013000,2026-01-13,2026-01-16,JPY,59036.07,C,Invoice payment INV-7887,BNK261028494,REF21769550,oneToMany
STM00000820,US123456789012345678,2026-03-16,2026-03-19,USD,98099.28,C,Invoice payment INV-9524,BNK452087381,REF47418271,oneToMany
STM00000821,US123456789012345678,2026-03-16,2026-03-19,USD,81221.34,C,Invoice payment INV-2929,BNK295712205,REF47418271,oneToMany
STM00000822,US123456789012345678,2026-03-16,2026-03-19,USD,70939.35,C,Grant proceeds,BNK685551543,REF47418271,oneToMany
STM00000823,GB29NWBK60161331926819,2026-01-10,2026-01-10,EUR,84613.83,D,Service fee payment,BNK617645939,REF37877867,oneToMany
STM00000824,GB29NWBK60161331926819,2026-01-10,2026-01-10,EUR,102477.61,D,ACH debit settlement,BNK732430916,REF37877867,oneToMany
STM00000825,FR7614508059144921279050070,2026-02-17,2026-02-19,CHF,129622.92,D,Utility payment,BNK578328388,REF60132276,oneToMany
STM00000826,FR7614508059144921279050070,2026-02-17,2026-02-19,CHF,164859.10,D,Commission expense,BNK667111908,REF60132276,oneToMany
STM00000827,FR7614508059144921279050070,2026-02-23,2026-02-24,GBP,90736.02,D,Invoice payment to vendor,BNK124957357,REF69660506,oneToMany
STM00000828,FR7614508059144921279050070,2026-02-23,2026-02-24,GBP,130655.80,D,Cheque payment,BNK937826920,REF69660506,oneToMany
STM00000829,DE89370400440532013000,2026-02-02,2026-02-05,GBP,74289.90,D,Interest expense,BNK758428213,REF75146201,oneToMany
STM00000830,DE89370400440532013000,2026-02-02,2026-02-05,GBP,65858.19,D,Equipment purchase,BNK620395812,REF75146201,oneToMany
STM00000831,DE89370400440532013000,2026-02-02,2026-02-05,GBP,57771.27,D,Interest expense,BNK765947820,REF75146201,oneToMany
STM00000832,DE89370400440532013000,2026-02-04,2026-02-04,EUR,192849.19,D,Wire transfer outbound,BNK601911849,REF37495690,oneToMany
